resume_text,skills,education,certifications,experience_years,job_title_similarity,label
"Experienced in Deep Learning, Deep Learning, and Deep Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 3 years of experience.","Marketing, Deep Learning, Data Analysis",Bachelor's,Certified Ethical Hacker,2,0.45,0
"Experienced in Python, SQL, and SQL. Holds a High School degree. Certified in Google Data Analytics. 10 years of experience.","Cybersecurity, Deep Learning, Java, Project Management",Master's,Certified Ethical Hacker,9,0.76,1
"Experienced in Data Analysis, Project Management, and Python. Holds a High School degree. Certified in Google Data Analytics. 10 years of experience.","Cybersecurity, Cloud Computing, SQL, Project Management",Bachelor's,Google Data Analytics,0,0.78,0
"Experienced in Data Analysis, Data Analysis, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 3 years of experience.","Java, Python, SQL",High School,Google Data Analytics,3,0.46,0
"Experienced in Data Analysis, Deep Learning, and Project Management. Holds a PhD degree. Certified in AWS Certified. 1 years of experience.","Cloud Computing, Deep Learning, Marketing",Master's,Certified Ethical Hacker,5,0.45,1
"Experienced in Deep Learning, Project Management, and SQL. Holds a PhD degree. Certified in AWS Certified. 1 years of experience.","Marketing, Cloud Computing",Bachelor's,AWS Certified,8,0.55,1
"Experienced in Data Analysis, Marketing, and SQL. Holds a Bachelor's degree. Certified in AWS Certified. 8 years of experience.","Deep Learning, Java, Machine Learning, Python",Bachelor's,PMP,4,0.28,1
"Experienced in Data Analysis, Cloud Computing, and SQL. Holds a PhD degree. Certified in Google Data Analytics. 3 years of experience.","Cybersecurity, SQL, Machine Learning, Cloud Computing",Master's,AWS Certified,18,0.77,1
"Experienced in Data Analysis, Cloud Computing, and Data Analysis. Holds a Master's degree. Certified in AWS Certified. 3 years of experience.","Java, Project Management, Data Analysis",High School,PMP,10,0.45,0
"Experienced in Machine Learning, Data Analysis, and Machine Learning. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 5 years of experience.","Cybersecurity, Machine Learning, Marketing",Bachelor's,Google Data Analytics,11,0.68,1
"Experienced in Project Management, Java, and Deep Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 12 years of experience.","Deep Learning, Data Analysis, Project Management",High School,PMP,10,0.49,0
"Experienced in Cybersecurity, Marketing, and Marketing. Holds a Bachelor's degree. Certified in PMP. 9 years of experience.","Marketing, Machine Learning, Cybersecurity",PhD,Google Data Analytics,10,0.57,1
"Experienced in Cybersecurity, Cybersecurity, and SQL. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 7 years of experience.","Machine Learning, Data Analysis",High School,PMP,5,0.69,0
"Experienced in Python, Java, and Project Management. Holds a Bachelor's degree. Certified in PMP. 8 years of experience.","Machine Learning, Deep Learning, Data Analysis, Cybersecurity",High School,AWS Certified,9,0.39,0
"Experienced in Cybersecurity, Java, and SQL. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 12 years of experience.","Python, Project Management, Machine Learning, Marketing",Master's,PMP,19,0.34,0
"Experienced in Project Management, Project Management, and Cloud Computing. Holds a PhD degree. Certified in None. 1 years of experience.","Cybersecurity, Marketing, Deep Learning, Python",Bachelor's,Google Data Analytics,7,0.85,0
"Experienced in Cloud Computing, Cloud Computing, and Cloud Computing. Holds a Bachelor's degree. Certified in AWS Certified. 6 years of experience.","Project Management, Deep Learning",PhD,AWS Certified,4,0.83,1
"Experienced in Python, Marketing, and SQL. Holds a PhD degree. Certified in PMP. 1 years of experience.","Project Management, Python, Marketing",High School,AWS Certified,7,0.29,1
"Experienced in Data Analysis, Project Management, and Cybersecurity. Holds a High School degree. Certified in AWS Certified. 11 years of experience.","Python, Java, Marketing",Bachelor's,PMP,14,0.63,0
"Experienced in SQL, Java, and Deep Learning. Holds a Master's degree. Certified in PMP. 12 years of experience.","Marketing, Data Analysis, Cybersecurity, Python",High School,Certified Ethical Hacker,3,0.69,1
"Experienced in Project Management, SQL, and Project Management. Holds a Bachelor's degree. Certified in Google Data Analytics. 2 years of experience.","Deep Learning, Machine Learning, Java",Master's,None,9,0.38,0
"Experienced in Deep Learning, Cloud Computing, and Marketing. Holds a PhD degree. Certified in AWS Certified. 3 years of experience.","Cloud Computing, Java, Deep Learning",PhD,Google Data Analytics,3,0.22,1
"Experienced in Marketing, Data Analysis, and SQL. Holds a High School degree. Certified in AWS Certified. 2 years of experience.","SQL, Java, Data Analysis",High School,Google Data Analytics,8,0.52,0
"Experienced in Data Analysis, SQL, and Cloud Computing. Holds a Master's degree. Certified in Google Data Analytics. 7 years of experience.","Python, Project Management, Java, SQL",Master's,PMP,10,0.6,1
"Experienced in Java, Python, and Java. Holds a Master's degree. Certified in AWS Certified. 14 years of experience.","Project Management, SQL",High School,Certified Ethical Hacker,14,0.54,1
"Experienced in Data Analysis, SQL, and Cybersecurity. Holds a High School degree. Certified in PMP. 6 years of experience.","SQL, Cloud Computing, Data Analysis, Project Management",Bachelor's,None,4,0.55,0
"Experienced in Python, Cloud Computing, and Cloud Computing. Holds a Master's degree. Certified in AWS Certified. 8 years of experience.","Marketing, Java, SQL",Bachelor's,Google Data Analytics,3,0.71,0
"Experienced in Cybersecurity, Cloud Computing, and Python. Holds a High School degree. Certified in PMP. 15 years of experience.","Marketing, Python, Data Analysis, SQL",Master's,AWS Certified,8,0.48,1
"Experienced in Java, Project Management, and Deep Learning. Holds a PhD degree. Certified in AWS Certified. 4 years of experience.","Deep Learning, Java, Cloud Computing",Bachelor's,None,6,0.9,1
"Experienced in Project Management, Deep Learning, and Data Analysis. Holds a High School degree. Certified in Certified Ethical Hacker. 6 years of experience.","Cloud Computing, Java, Project Management",Master's,Certified Ethical Hacker,14,0.75,0
"Experienced in Machine Learning, SQL, and Cybersecurity. Holds a High School degree. Certified in AWS Certified. 4 years of experience.","Project Management, Python, Cybersecurity",Master's,Certified Ethical Hacker,19,0.44,0
"Experienced in Deep Learning, Project Management, and Marketing. Holds a Bachelor's degree. Certified in Google Data Analytics. 11 years of experience.","Python, Machine Learning",High School,None,14,0.89,1
"Experienced in Python, Marketing, and Data Analysis. Holds a High School degree. Certified in Certified Ethical Hacker. 10 years of experience.","SQL, Cloud Computing, Python",High School,Google Data Analytics,6,0.42,0
"Experienced in Cloud Computing, Machine Learning, and SQL. Holds a PhD degree. Certified in Certified Ethical Hacker. 11 years of experience.","SQL, Project Management",PhD,Google Data Analytics,18,0.87,1
"Experienced in Java, Python, and Cybersecurity. Holds a PhD degree. Certified in None. 13 years of experience.","Marketing, Deep Learning, Python",PhD,Certified Ethical Hacker,6,0.45,0
"Experienced in Python, Marketing, and Project Management. Holds a High School degree. Certified in None. 1 years of experience.","Machine Learning, Python",High School,Google Data Analytics,16,0.35,0
"Experienced in Data Analysis, Machine Learning, and Deep Learning. Holds a Bachelor's degree. Certified in AWS Certified. 9 years of experience.","Machine Learning, SQL",PhD,Certified Ethical Hacker,11,0.49,1
"Experienced in Machine Learning, Python, and Java. Holds a PhD degree. Certified in Certified Ethical Hacker. 7 years of experience.","Project Management, Data Analysis",PhD,None,11,0.45,0
"Experienced in Machine Learning, Cybersecurity, and Data Analysis. Holds a Bachelor's degree. Certified in AWS Certified. 15 years of experience.","Cloud Computing, Machine Learning, Python, SQL",Master's,None,2,0.58,1
"Experienced in Java, Python, and Cloud Computing. Holds a Bachelor's degree. Certified in PMP. 3 years of experience.","Java, Machine Learning",High School,Google Data Analytics,5,0.65,1
"Experienced in Data Analysis, SQL, and Deep Learning. Holds a Master's degree. Certified in None. 9 years of experience.","Marketing, Cybersecurity",Bachelor's,PMP,14,0.62,0
"Experienced in Marketing, Data Analysis, and SQL. Holds a PhD degree. Certified in Certified Ethical Hacker. 5 years of experience.","Machine Learning, Cloud Computing",PhD,Certified Ethical Hacker,6,0.32,1
"Experienced in Project Management, Java, and Cloud Computing. Holds a High School degree. Certified in None. 15 years of experience.","Marketing, SQL, Python",PhD,Google Data Analytics,16,0.33,1
"Experienced in Machine Learning, Cloud Computing, and SQL. Holds a Master's degree. Certified in AWS Certified. 8 years of experience.","Python, Java",Bachelor's,Google Data Analytics,17,0.62,0
"Experienced in Marketing, Cloud Computing, and Python. Holds a PhD degree. Certified in Certified Ethical Hacker. 4 years of experience.","Marketing, Data Analysis, Project Management",PhD,Certified Ethical Hacker,9,0.85,1
"Experienced in Cybersecurity, Project Management, and Data Analysis. Holds a Master's degree. Certified in Google Data Analytics. 3 years of experience.","Deep Learning, Cloud Computing, Data Analysis",Bachelor's,AWS Certified,7,0.89,0
"Experienced in SQL, Cybersecurity, and Machine Learning. Holds a Bachelor's degree. Certified in AWS Certified. 3 years of experience.","Python, Cloud Computing",Bachelor's,AWS Certified,19,0.38,1
"Experienced in Java, Java, and Python. Holds a Master's degree. Certified in AWS Certified. 12 years of experience.","Project Management, Cybersecurity, Machine Learning, SQL",Bachelor's,Google Data Analytics,19,0.4,1
"Experienced in Marketing, Marketing, and Deep Learning. Holds a Master's degree. Certified in Google Data Analytics. 4 years of experience.","SQL, Cybersecurity, Project Management",High School,None,7,0.8,0
"Experienced in Deep Learning, Deep Learning, and Java. Holds a Master's degree. Certified in PMP. 6 years of experience.","Machine Learning, Data Analysis",Bachelor's,Google Data Analytics,17,0.34,0
"Experienced in Project Management, Cloud Computing, and Cybersecurity. Holds a Master's degree. Certified in PMP. 11 years of experience.","Java, Python",High School,Certified Ethical Hacker,10,0.22,0
"Experienced in Python, Project Management, and Cybersecurity. Holds a Bachelor's degree. Certified in None. 5 years of experience.","Marketing, Deep Learning, Java, Cloud Computing",Master's,Google Data Analytics,9,0.79,0
"Experienced in Data Analysis, Data Analysis, and Java. Holds a Master's degree. Certified in AWS Certified. 8 years of experience.","SQL, Marketing, Deep Learning",Bachelor's,PMP,13,0.43,0
"Experienced in Python, Java, and Deep Learning. Holds a PhD degree. Certified in Certified Ethical Hacker. 6 years of experience.","Python, Data Analysis",PhD,None,11,0.59,0
"Experienced in SQL, Project Management, and Project Management. Holds a Master's degree. Certified in Google Data Analytics. 7 years of experience.","Machine Learning, Data Analysis, Cloud Computing",Bachelor's,None,5,0.63,1
"Experienced in Data Analysis, Java, and SQL. Holds a High School degree. Certified in Certified Ethical Hacker. 12 years of experience.","Java, Cybersecurity, Project Management",High School,Certified Ethical Hacker,15,0.35,1
"Experienced in Java, Cloud Computing, and Deep Learning. Holds a Master's degree. Certified in Google Data Analytics. 12 years of experience.","SQL, Cloud Computing, Machine Learning",Master's,Certified Ethical Hacker,8,0.37,1
"Experienced in Java, Deep Learning, and Data Analysis. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 3 years of experience.","Java, Deep Learning, Cloud Computing",High School,None,17,0.53,1
"Experienced in Project Management, SQL, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 10 years of experience.","Data Analysis, Cybersecurity, Project Management",Bachelor's,Google Data Analytics,18,0.64,1
"Experienced in Java, Java, and Cloud Computing. Holds a PhD degree. Certified in AWS Certified. 3 years of experience.","Data Analysis, SQL, Machine Learning",Bachelor's,PMP,3,0.65,1
"Experienced in Cloud Computing, Cybersecurity, and SQL. Holds a Bachelor's degree. Certified in AWS Certified. 10 years of experience.","Python, Marketing, Cybersecurity, SQL",Master's,Certified Ethical Hacker,8,0.79,1
"Experienced in SQL, SQL, and Marketing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 5 years of experience.","Cybersecurity, Machine Learning, Cloud Computing",Bachelor's,AWS Certified,18,0.86,0
